variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Fundamental/Taxa de Abandono/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Liberato Salzano;4311601;-27,60099999999;-53,07529999999;0,7;1,9;1,5;0,9;0,6;0,4;0;0,9;0,3
Lindolfo Collor;4311627;-29,58589999999;-51,2141;1,6;0,3;0,7;2,2;1,4;1;0,4;0;0,3
Linha Nova;4311643;-29,4679;-51,20029999999;0;0,7;0,6;-;0;0;0;1,1;0,6
Maçambará;4311718;-29,1445;-56,06739999999;0,8;3,7;4,5;3,6;2,6;0,3;0,1;1,3;0,2
Machadinho;4311700;-27,5667;-51,6668;2,6;2,7;1,5;1,1;1,3;0,9;1,6;0,4;1,5
Mampituba;4311734;-29,2136;-49,9311;0,5;0,2;0,3;-;0;0,7;0,3;1,2;0
Manoel Viana;4311759;-29,58589999999;-55,48409999999;1,6;0,9;0,8;1,5;0,5;0,8;0,7;1;0,8
Maquiné;4311775;-29,6798;-50,2079;2,2;1,1;2;0,5;1,4;0,5;0,6;0,9;0,5
Maratá;4311791;-29,5457;-51,55729999999;1,5;0,6;0,7;-;0,4;0;0,4;0,8;0,4
Marau;4311809;-28,4498;-52,19859999999;0,5;0,3;0,3;0,7;0,8;1,1;1;0,5;0,4
Marcelino Ramos;4311908;-27,4676;-51,9095;3,6;3;1,3;0,5;0,1;0,5;0,4;0,8;2,7
Mariana Pimentel;4311981;-30,3531;-51,5803;0,2;-;0,4;0,2;0,2;0,2;0,2;2,4;0,4
Mariano Moro;4312005;-27,3568;-52,1467;2,2;1,2;2,4;-;0;0;0;0,3;0
Marques de Souza;4312054;-29,33109999999;-52,09729999999;1,3;2,1;0,4;0,9;0,6;1,8;0,2;0,5;0,2
Mata;4312104;-29,5649;-54,4641;1,3;0,4;0,1;0,7;0,7;0,2;0,8;0,9;0,7
Mato Castelhano;4312138;-28,28;-52,19319999999;1,9;1,7;1,9;11,5;2,7;0,2;2;1,3;1,9
Mato Leitão;4312153;-29,5285;-52,1278;1,1;2,4;0,9;0,4;0,7;1,9;0,7;0,4;1,9
Mato Queimado;4312179;-28,2475;-54,61919999999;1,7;0,4;-;0,5;0;0;0;0;0
Maximiliano de Almeida;4312203;-27,6325;-51,8021;0,3;0,7;-;0,7;0,1;1,5;1,1;1,1;1,7
Minas do Leão;4312252;-30,13459999999;-52,04229999999;1,2;0,6;1;-;0,5;1,3;1,3;0,7;1,3
Miraguaí;4312302;-27,497;-53,6891;3,1;2,7;0,8;0,2;0,7;0,8;0,6;0,7;0,1
Montauri;4312351;-28,6462;-52,0767;0,7;-;0,8;-;0;0;0;0;0
Monte Alegre dos Campos;4312377;-28,68049999999;-50,7834;1,9;0,5;3,3;1,1;5,9;1,7;1;2,1;1,4
Monte Belo do Sul;4312385;-29,16069999999;-51,63329999999;0;-;0,5;-;0,9;0,7;0;0;0,8
Montenegro;4312401;-29,6824;-51,4679;1,4;1,2;1,1;0,8;0,8;0,6;0,3;0,5;0,9
Mormaço;4312427;-28,6968;-52,6999;1,2;0,5;0,3;0,5;0;0,2;0;0;0,3
Morrinhos do Sul;4312443;-29,3578;-49,9328;0,3;-;-;-;0;0;0;0,6;1,1
Morro Redondo;4312450;-31,58869999999;-52,6261;2,4;1,7;1,5;0,5;1,5;1,2;1,2;0,9;4,2
Morro Reuter;4312476;-29,5379;-51,08109999999;0,3;-;0,1;0,2;0;0;0;0;0,2
Mostardas;4312500;-31,10539999999;-50,91669999999;3,4;1,8;3,1;3;3,2;2,8;2,1;3,4;4,6
Muçum;4312609;-29,163;-51,8714;1;0,4;0,8;-;1,7;0;0,7;1,3;0,7
Muitos Capões;4312617;-28,31319999999;-51,18359999999;1,4;1,3;1;2;4,2;1,3;2,2;0,6;1,7
Muliterno;4312625;-28,32529999999;-51,7697;1,2;1,5;1,2;1,8;1,3;3,1;1;1,4;0,7
Não-Me-Toque;4312658;-28,45479999999;-52,81819999999;2,8;2,1;1,2;0,7;0,9;0,9;0,4;0,4;0,2
Nicolau Vergueiro;4312674;-28,5298;-52,46759999999;2;-;0,5;-;1,2;1,2;3;1,2;0
Nonoai;4312708;-27,3689;-52,77559999999;1,9;1,9;1,2;1,5;2,8;3,3;1,5;0,8;1,1
Nova Alvorada;4312757;-28,6822;-52,1631;0;0,2;0,2;0,5;0;0,4;0,5;0,2;1,8
Nova Araçá;4312807;-28,6537;-51,7458;0,2;0,4;0,4;0,3;0,2;0,2;1,9;1,4;0,2
Nova Bassano;4312906;-28,72909999999;-51,7072;0,4;0,3;0,3;0,2;0,2;0,2;0,5;0;0,1
Nova Boa Vista;4312955;-27,99259999999;-52,9784;0;0,4;-;-;0;0,7;0;1,3;1,7
Nova Bréscia;4313003;-29,2182;-52,0319;0;1,3;0,8;2,4;0,6;0,5;0,6;1;0
Nova Candelária;4313011;-27,6137;-54,10739999999;1,3;0,7;1,6;1,4;1,5;0,8;0;0,8;0,4
Nova Esperança do Sul;4313037;-29,4066;-54,8293;0,1;1,6;-;-;0;0;0,2;1,1;0
Nova Hartz;4313060;-29,5807;-50,90509999999;0,7;0,4;0,8;0,4;0,4;0,5;0,4;2,1;0,1
Nova Pádua;4313086;-29,0275;-51,3098;0;-;-;-;0;0,8;0;0,5;0
Nova Palma;4313102;-29,471;-53,46889999999;1,5;1,4;1;0,2;0,2;0,5;0,7;2,4;0,3
Nova Petrópolis;4313201;-29,37409999999;-51,1135;0,4;0,5;0,7;0,1;0,3;0,8;1;0,5;0,6
Nova Prata;4313300;-28,7799;-51,6113;0,2;0,2;0,1;0,1;0,3;0,2;0,2;0;0,3
Nova Ramada;4313334;-28,0667;-53,69919999999;0,3;0,6;-;0,7;0,7;0;0;0;0,7
Nova Roma do Sul;4313359;-28,98819999999;-51,4095;0;0,3;-;0,6;1,5;0;0,7;0,8;0,6
Nova Santa Rita;4313375;-29,85249999999;-51,2837;0,8;0,9;1,6;0,9;1,3;3;1,8;1,2;3,8
Novo Barreiro;4313490;-27,90769999999;-53,1103;0,7;1,6;1,4;0,4;1,5;0,9;0,5;1,6;0,4
Novo Cabrais;4313391;-29,73379999999;-52,9489;1,3;0,8;1,3;1,9;3,9;3,3;1,4;2,5;0,8
Novo Hamburgo;4313409;-29,6876;-51,1328;2,1;2,3;1,8;1,8;1,6;1,6;1;1,1;1,2
Novo Machado;4313425;-27,57649999999;-54,50359999999;0,5;-;0,2;-;1,1;0,4;0,4;0,4;0,6
Novo Tiradentes;4313441;-27,5649;-53,1837;0;-;0,4;0,8;0;0;0,5;0,8;0
Novo Xingu;4313466;-27,74309999999;-53,06159999999;0;1,2;-;-;0,4;0;0,4;0;0,4
Osório;4313508;-29,8881;-50,2667;1,6;0,7;1,6;0,9;1,3;1,1;0,6;0,6;0,5
Paim Filho;4313607;-27,7075;-51,76299999999;0,7;1;0,6;0,7;1;2,5;0;0,5;2,1
Palmares do Sul;4313656;-30,25349999999;-50,5103;1,5;1;2;1,6;2,6;2,4;1,8;1,7;1,4
Palmeira das Missões;4313706;-27,9006;-53,3134;0,8;0,5;0,3;0,6;0,6;0,1;0,6;0,3;0,6
Palmitinho;4313805;-27,3596;-53,558;0,1;0,4;0,3;-;0,3;0,1;0,1;0;0,1
Panambi;4313904;-28,2833;-53,50229999999;0,5;0,6;0,5;0,3;0,5;0,4;0,3;0,3;0,5
Pantano Grande;4313953;-30,1901;-52,3729;2;1,5;1,3;0,8;2,2;1,3;2,2;1,1;1
Paraí;4314001;-28,59639999999;-51,7896;0,2;0,1;0,3;0,2;0,1;0,2;0;0,7;0,5
Paraíso do Sul;4314027;-29,6717;-53,14399999999;1,7;1,7;1;0,8;0;1,1;1,1;0,4;0,3
Pareci Novo;4314035;-29,6365;-51,39739999999;1,5;0,7;-;-;0;0;0,5;1,8;0,5
Parobé;4314050;-29,6243;-50,8312;0,5;0,5;0,8;0,9;1,1;1,3;1,3;1;0,7
Passa Sete;4314068;-29,45769999999;-52,95989999999;2,9;1,7;0,9;1,7;0,3;1;0,8;1,1;1,2
Passo do Sobrado;4314076;-29,748;-52,27479999999;0,4;0,6;0,5;0,4;0,1;0;0,4;0;0,1
Passo Fundo;4314100;-28,2576;-52,4091;1,4;1,6;1,2;1,1;1,9;1,7;1,4;1,7;1,4
Paulo Bento;4314134;-27,6978;-52,42609999999;0;0,4;0,4;-;0,3;0,4;1,1;0,5;0,6
Paverama;4314159;-29,5485;-51,73389999999;2,1;1,4;0,7;0,3;0,9;0,2;0,9;1,6;1,9
Pedras Altas;4314175;-31,72169999999;-53,58379999999;0,5;-;1,3;1,2;0;0;0;0;0,7
Pedro Osório;4314209;-31,8642;-52,81839999999;0,4;0,7;0,8;0,6;1;0,5;0,9;0,2;0,3
Pejuçara;4314308;-28,4283;-53,65789999999;4,2;2;0,2;-;0,7;0,4;0;0,2;0,3
Pelotas;4314407;-31,7649;-52,3371;3;2,7;2,3;1,9;1,3;0,9;0,8;1,4;0,8
Picada Café;4314423;-29,4464;-51,13669999999;0;0,2;-;-;0,3;0,2;0,2;0,2;0,5
Pinhal;4314456;-27,50799999999;-53,20819999999;1,9;0,9;0,9;0,3;0,3;0,9;0;0,4;0
Pinhal da Serra;4314464;-27,86339999999;-51,1702;0,8;0,2;0,3;0,9;0,5;0,8;0,7;0;1,1
Pinhal Grande;4314472;-29,34499999999;-53,3207;0,2;0,2;0,4;1;0,4;0,6;0;0,5;0,7
Pinheirinho do Vale;4314498;-27,21089999999;-53,60799999999;1,4;0,8;0,3;-;0;0;0;0,2;0,4
Pinheiro Machado;4314506;-31,5794;-53,3798;3;1,8;0,7;1,2;1,2;1;1,1;1,1;1,1
Pinto Bandeira;4314548;-29;-54;-;-;-;-;0;0,6;0;0;0
Pirapó;4314555;-28,0439;-55,20009999999;1,2;0,7;0,7;0,7;0,3;2,1;1,2;1,5;0,8
Piratini;4314605;-31,44729999999;-53,09729999999;0,6;0,9;0,6;0,7;1;1;0,7;0,7;0,8
Planalto;4314704;-27,32969999999;-53,0575;3,3;2,1;2,7;2,1;1,6;1,5;0,9;1,3;1,2
Poço das Antas;4314753;-29,4481;-51,6719;2;0,4;0,9;0,9;0,3;0,4;0,8;0;0,4
Pontão;4314779;-28,05849999999;-52,67909999999;0,6;-;1,1;-;0,2;0;0;1,1;0
Ponte Preta;4314787;-27,6587;-52,4848;0;-;-;-;0;0;0,6;0;0
Portão;4314803;-29,70149999999;-51,24289999999;1,8;1,8;1,1;1,5;1,2;1,5;1,4;1,3;1,5
Porto Alegre;4314902;-30,032778;-51,23;1,4;1,2;1,2;1,1;0,7;0,5;0,5;0,5;0,4
Porto Lucena;4315008;-27,8569;-55,00999999999;1,4;3,1;2,5;2,2;1,6;1,7;0,3;2;1,1
Porto Mauá;4315057;-27,57959999999;-54,6657;0;-;-;0,4;0,4;0;0;1,1;0,6
Porto Vera Cruz;4315073;-27,7405;-54,8994;0,4;2,1;1;2,1;2;0;0;0,7;0
Porto Xavier;4315107;-27,9082;-55,1379;0,7;1,1;0,6;0,7;0,3;0,4;1;0,5;1,3
Pouso Novo;4315131;-29,1738;-52,2136;2,5;1,9;0,5;1;0,5;0;1,3;2;0,5
Presidente Lucena;4315149;-29,5176;-51,1798;3,8;2,4;1,2;1,2;0,4;1;1,5;0,6;1,6
Progresso;4315156;-29,24419999999;-52,31969999999;2,9;2,1;1,3;1,1;0,8;0,2;0,7;0,6;1
Protásio Alves;4315172;-28,7572;-51,4757;0;0,4;0,9;-;0,5;0;0;0,6;1,1
Putinga;4315206;-29,0045;-52,1569;0,4;1;1,3;0,8;1,4;0,6;0,7;0,5;0,5
Quaraí;4315305;-30,384;-56,4483;0,9;1,4;1,3;1,2;1;0,6;0,6;0,4;0,5
Quatro Irmãos;4315313;-27,81629999999;-52,44189999999;0;-;0,4;0,4;0,5;0,5;0;0;0
Quevedos;4315321;-29,3504;-54,07889999999;0,5;1,9;0,3;0,6;1;0,5;1;0,9;0
Quinze de Novembro;4315354;-28,7465;-53,1011;1,3;-;0,6;0,3;0,4;0,6;0,2;0,2;0
Redentora;4315404;-27,664;-53,6407;8,2;6,9;7;6,5;3,9;2,5;2,6;3,2;4,2
Relvado;4315453;-29,11639999999;-52,0778;1,7;0,9;1,4;2,6;0,4;2,2;0,4;0,4;0,6
Restinga Sêca;4315503;-29,8188;-53,38069999999;1,5;0,9;1,1;1,3;0,9;0,8;0,9;1,5;1,2
Rio dos Índios;4315552;-27,2973;-52,8417;2,8;2,3;0,7;0,6;0,6;0,6;0,3;0,7;0
Rio Grande;4315602;-32,0349;-52,1071;1,8;1,5;1,7;1,5;1,4;1,2;1,2;1,7;0,9
Rio Pardo;4315701;-29,988;-52,37109999999;2,2;2,4;1,3;2;1,2;2,2;2,2;2,1;1,6
Riozinho;4315750;-29,63899999999;-50,44879999999;0;0,1;0,6;0,4;0,3;0,5;0,4;0,4;0,4
Roca Sales;4315800;-29,28839999999;-51,8658;0,6;0,4;0,4;0,3;0,8;1,5;1;0,6;0,5
Rodeio Bonito;4315909;-27,4742;-53,1706;1,5;0,3;0,9;0,3;1,6;0,5;0,5;0,2;0,9
Rolador;4315958;-28,25767;-54,81864;0,9;0,7;-;0,4;0,4;0;0,3;0,4;0
Rolante;4316006;-29,6462;-50,58189999999;0,3;0,2;0,7;0,7;0,9;0,8;0,2;0,1;0,3
Ronda Alta;4316105;-27,7758;-52,80559999999;2,9;2,3;1,7;2,3;1,6;1,4;0,7;0,6;0,9
Rondinha;4316204;-27,83149999999;-52,90809999999;1;-;0,7;-;0,9;0,2;0;0,7;0
Roque Gonzales;4316303;-28,1297;-55,0266;1,5;2;2,2;1,7;0,9;0,2;0,4;0,6;0,4
Rosário do Sul;4316402;-30,2515;-54,9221;1,5;1,2;1;1,1;1,4;1,2;2;0,8;0,3
Sagrada Família;4316428;-27,7085;-53,1351;0,9;1,5;1,5;-;0,3;0;0;1,3;0
Saldanha Marinho;4316436;-28,3941;-53,097;0;0,4;-;-;0;0;0;0;0,9
Salto do Jacuí;4316451;-29,09509999999;-53,21329999999;2,6;2,7;2,9;1,7;3,4;2,1;1,1;1,8;2,7
Salvador das Missões;4316477;-28,1233;-54,83729999999;0,7;0,4;-;-;0;0,4;0;1,2;0
Salvador do Sul;4316501;-29,4386;-51,5077;1,7;2,6;0,3;0,5;0,8;1,1;0,8;0,8;1,7
Sananduva;4316600;-27,94699999999;-51,80789999999;0,5;0,4;0,6;0,3;0,1;0,1;0,3;0,1;0,3
Santa Bárbara do Sul;4316709;-28,3653;-53,25099999999;1,7;0,3;-;0,2;0,1;0,1;0;0,1;0,1
Santa Cecília do Sul;4316733;-28,1537;-51,9296;0;-;1;3,7;4,3;0,4;0,8;0;0
Santa Clara do Sul;4316758;-29,47469999999;-52,08429999999;1,1;1,1;0,3;0,8;1,4;0,2;0,6;0,7;1
Santa Cruz do Sul;4316808;-29,722;-52,4343;1,1;1;0,8;0,9;1;0,9;0,7;0,8;0,6
Santa Margarida do Sul;4316972;-30,32959999999;-54,08229999999;1,7;1,6;1,5;0,6;3,4;2;5,6;5;0
Santa Maria;4316907;-29,6868;-53,81499999999;0,8;0,6;0,4;0,5;0,7;0,4;0,4;0,3;0,4
Santa Maria do Herval;4316956;-29,4902;-50,9919;0,6;0,5;1,4;0,8;0,4;1,1;0,6;0,2;0,2
Santa Rosa;4317202;-27,8702;-54,47959999999;0,4;0,3;0,5;0,3;0,5;0,5;0,5;0,6;0,4
Santa Tereza;4317251;-29,1655;-51,7351;0;-;2;1,3;0;0;0;0;0
Santa Vitória do Palmar;4317301;-33,52499999999;-53,37169999999;1,4;0,9;0,7;0,7;0,8;1,3;1;1,3;0,9
Santana da Boa Vista;4317004;-30,8697;-53,10999999999;2,2;2,3;2,5;1,9;2,9;2;1,5;0,7;1,3
Santana do Livramento;4317103;-30,88769999999;-55,5315;2,7;1,7;1,6;1,9;1,8;1,3;1;0,8;1,1
Santiago;4317400;-29,18969999999;-54,86659999999;1,3;0,9;1;0,7;0,6;0,6;0,5;0,4;0,3
Santo Ângelo;4317509;-28,3001;-54,2668;0,7;0,5;0,7;0,6;0,8;0,7;0,7;1,2;1,3
Santo Antônio da Patrulha;4317608;-29,82679999999;-50,51749999999;0,9;0,5;0,7;0,5;0,4;0,3;0,5;0,8;0,5
Santo Antônio das Missões;4317707;-28,51399999999;-55,22509999999;1,6;2,2;0,9;0,6;0,7;1,6;0,7;0,7;0,7
Santo Antônio do Palma;4317558;-28,4956;-52,02669999999;0;-;0,9;-;0;0,9;0,5;0,5;0
Santo Antônio do Planalto;4317756;-28,40309999999;-52,69919999999;0,8;0,4;-;-;0,8;1,1;1,2;0;0
Santo Augusto;4317806;-27,85259999999;-53,7776;1,2;0,5;1,3;1,2;0,5;0,4;0,2;0,6;0,2
Santo Cristo;4317905;-27,8263;-54,66199999999;0,2;0,6;1;1,3;0,8;0,6;0,9;0,2;1
Santo Expedito do Sul;4317954;-27,90739999999;-51,6433;0,7;0,3;1;-;0;0;0,4;0,4;0,4
São Borja;4318002;-28,6578;-56,00359999999;0,8;0,9;0,5;0,5;0,3;1,2;0,2;0,8;0,2
São Domingos do Sul;4318051;-28,53119999999;-51,886;0;0,3;-;1,3;1;0,7;0,7;0;1,2
São Francisco de Assis;4318101;-29,5547;-55,1253;1;1;1,3;0,9;0,6;0,4;0,6;0,5;0,6
São Francisco de Paula;4318200;-29,4404;-50,58279999999;1,8;2,1;1,4;1;1,8;1,4;0,8;1,3;0,6
São Gabriel;4318309;-30,3337;-54,3217;2,5;2,8;2,1;1,7;1,9;0,9;1,7;1,5;2,3
São Jerônimo;4318408;-29,97159999999;-51,72509999999;2,7;2,5;1,2;0,5;0,6;0,6;0,2;0,8;0,7
São João da Urtiga;4318424;-27,8195;-51,82569999999;0;-;0,4;0,6;0,8;0;0,4;0,5;0,6
São João do Polêsine;4318432;-29,61939999999;-53,44389999999;0;2,7;1,1;0,9;0;0;0,6;0,5;1,1
São Jorge;4318440;-28,4984;-51,7064;1,2;1;-;0,4;0,3;0;0;0;1,1
São José das Missões;4318457;-27,7789;-53,12259999999;0;0,2;0,6;-;0,3;0;0;0;0
São José do Herval;4318465;-29,052;-52,295;0,9;0,3;0,3;0,9;0,5;0,5;1,6;0,4;0
São José do Hortêncio;4318481;-29,52799999999;-51,245;2,9;1,8;1,3;0,6;1,1;0,3;0,3;0,7;1
São José do Inhacorá;4318499;-27,7251;-54,12749999999;0;-;-;-;0;0;0;0;0
São José do Norte;4318507;-32,01509999999;-52,03309999999;2,2;1,8;2,5;2,1;1,9;2,9;1,9;2,9;1,6
São José do Ouro;4318606;-27,7707;-51,5966;0,7;1,3;0,7;1;1,9;1,9;1,1;1,1;0,9
São José do Sul;4318614;-29,529;-51,48709999999;0;0,4;1,4;-;0,6;0;1,8;0,8;0,9
São José dos Ausentes;4318622;-28,74759999999;-50,0677;1,3;1,9;1,8;1,7;1,5;1,5;2,2;2,2;0
São Leopoldo;4318705;-29,7545;-51,14979999999;2,4;2,7;2,6;2,4;1,5;2;1,1;0,8;0,9
São Lourenço do Sul;4318804;-31,3564;-51,97149999999;0,7;0,9;0,4;0,5;0,6;0,4;0,5;0,3;0
São Luiz Gonzaga;4318903;-28,41199999999;-54,9559;1,3;0,7;0,9;0,5;1;0,8;0,5;0,4;0,6
São Marcos;4319000;-28,9677;-51,0696;0,8;1;0,4;0,9;0,4;1;0,6;0,4;0,4
São Martinho;4319109;-27,7112;-53,9699;3,7;3;5;0,8;0,7;0,8;2,8;1,6;3,5
São Martinho da Serra;4319125;-29,5397;-53,859;0,9;0,5;0,3;-;0;0;0,8;2,4;0,4
São Miguel das Missões;4319158;-28,556;-54,5559;3,2;3,8;1;1,7;2,3;1,2;0,2;1,3;1,7
São Nicolau;4319208;-28,18339999999;-55,2654;3,6;3;1,8;2,6;1,4;1,4;2,4;2,4;0,7
São Paulo das Missões;4319307;-28,0195;-54,94039999999;0,5;0,1;-;1,1;0,4;0,2;0;0;1,7
São Pedro da Serra;4319356;-29,4193;-51,51339999999;2,1;0,2;1,2;1,2;1,1;0,7;0,2;0,3;0
São Pedro das Missões;4319364;-27,77321999999;-53,25047;0,9;0,6;0,3;0,8;0;0;0,8;0;0
São Pedro do Butiá;4319372;-28,1243;-54,8926;0,6;0,6;0,4;-;0;0,3;0;0,7;0,6
São Pedro do Sul;4319406;-29,6202;-54,18549999999;0,9;1,3;0,9;0,7;0,6;0,4;0;0,1;0,1
São Sebastião do Caí;4319505;-29,5885;-51,37489999999;1,9;2,8;2,7;2,3;2,1;1,4;1,2;1,4;2
São Sepé;4319604;-30,1643;-53,56029999999;2,9;2;1,4;1,7;1,1;1,7;0,7;0,8;0,4
São Valentim;4319703;-27,55829999999;-52,52369999999;1,3;0,8;0,9;1,6;0,4;1,3;0,8;0,2;0,4
São Valentim do Sul;4319711;-29,0451;-51,7684;0,9;1,9;0,5;-;0,4;0,4;0,9;0,5;2,4
São Valério do Sul;4319737;-27,7906;-53,93679999999;0,2;13,7;6,2;3,4;7;8,2;14,2;12,9;8,1
São Vendelino;4319752;-29,3729;-51,3675;0,8;0,8;-;-;0,8;0,4;0;0,4;0,4
São Vicente do Sul;4319802;-29,68819999999;-54,6826;0,8;1,6;1,8;0,9;1;0,3;0,9;0,5;0,7
Sapiranga;4319901;-29,63489999999;-51,0065;0,4;0,4;0,3;0,8;0,7;0,7;0,7;0,6;0,4
Sapucaia do Sul;4320008;-29,8276;-51,145;1,6;1,3;1,1;2,1;1,8;1,2;1,1;1,3;1,2
Sarandi;4320107;-27,942;-52,92309999999;0,3;0,1;0,5;0,5;0,2;0,2;0,1;0,5;0,3
Seberi;4320206;-27,4829;-53,4026;1,2;0,9;0,5;1,5;1,6;1,9;1,3;1,8;0,9
Sede Nova;4320230;-27,6367;-53,9493;1;0,7;0,7;0,8;0,7;2;1,5;2,1;1,7
Segredo;4320263;-29,3523;-52,9767;3;2,9;1,6;2,3;0,2;1,2;1;1,2;1
Selbach;4320305;-28,6294;-52,9498;0,4;0,9;1,3;0,2;0,3;0,6;0,1;0,4;0,6
Senador Salgado Filho;4320321;-28,025;-54,55069999999;0,3;1,5;1,3;1;0;1,1;1;1,5;1,7
Sentinela do Sul;4320354;-30,6107;-51,58619999999;0,2;0,4;0,5;-;0,5;0;0,6;0,3;0,6
Serafina Corrêa;4320404;-28,71259999999;-51,93529999999;0,2;0,5;0,7;0,1;0;0;0,4;0,1;0
Sério;4320453;-29,3904;-52,2685;2,9;4,3;0,8;4,3;4,8;2,2;1,4;0,9;1,5
Sertão;4320503;-27,9798;-52,2588;1,4;1,4;0,5;1;1,1;1;0,4;1,1;0,3
Sertão Santana;4320552;-30,45619999999;-51,6017;0,1;0,2;-;0,1;0,4;0,3;0;0,6;0
Sete de Setembro;4320578;-28,13619999999;-54,4637;1,2;0,4;0,4;-;0,5;0,9;0,6;0,8;1
Severiano de Almeida;4320602;-27,43619999999;-52,12169999999;0,2;-;0,3;0,5;0,3;0;0;0,3;0,3
Silveira Martins;4320651;-29,64669999999;-53,591;2,1;2,7;-;-;0,7;0;0;2;0
Sinimbu;4320677;-29,53569999999;-52,5305;0,1;0,3;1,2;0,3;0,5;0,7;0,2;0,7;0,5
Sobradinho;4320701;-29,4194;-53,0326;0,8;1,9;1,5;1,8;1,8;1,6;1,6;1,5;1,2
Soledade;4320800;-28,8306;-52,5131;2,2;1,8;2,1;1,7;1;1,8;1,1;1,5;1,4
Tabaí;4320859;-29,643;-51,68229999999;1,1;2,5;2,1;1,3;1,4;1,4;2,2;0,6;1,8
Tapejara;4320909;-28,0652;-52,0097;0;0,2;-;-;0,8;0,1;0,2;0,1;0,6
Tapera;4321006;-28,6277;-52,86119999999;0,4;0,8;1;1;0,8;0,1;0,1;1,5;1
Tapes;4321105;-30,66829999999;-51,39909999999;4,3;4;3,2;2,6;3;4,2;3,8;6,5;4
Taquara;4321204;-29,6505;-50,7753;1,9;2,4;1,8;2,5;1,4;1,2;1,2;1,2;1,6
Taquari;4321303;-29,7943;-51,86529999999;2;1,8;1,6;1,2;1,9;1;1,3;1,1;0,8
Taquaruçu do Sul;4321329;-27,4004;-53,4703;1,2;2,9;0,6;0,6;0,7;0;0,7;0,9;1
Tavares;4321352;-31,2843;-51,088;3,3;1,9;1,1;1,7;0,3;0,4;1,1;1,3;0,6
Tenente Portela;4321402;-27,37109999999;-53,75849999999;3,3;2;2,3;2;1,3;1,1;1,3;1,5;1,2
Terra de Areia;4321436;-29,57819999999;-50,06439999999;0,7;1,6;3,1;1,5;0,6;0,3;0,6;0,2;0,5
Teutônia;4321451;-29,4482;-51,8044;0,3;0,3;0,7;0,2;0,4;0,2;0,3;0,2;0,2
Tio Hugo;4321469;-28,57404;-52,5949;0;-;-;-;0;0,3;0;0,3;0
Tiradentes do Sul;4321477;-27,4022;-54,0814;1;0,7;0,4;1,1;1,2;0,7;0,4;1,5;2,8
Toropi;4321493;-29,4782;-54,2244;1,1;0,9;0,3;0,3;0,3;0,7;0;0;0
Torres;4321501;-29,3334;-49,7333;1,5;1,5;1;1,1;1;1,2;0,6;0,7;1,1
Tramandaí;4321600;-29,9841;-50,13219999999;1,8;1,6;1,1;1,6;2,9;1,2;2,7;1,3;1,2
Travesseiro;4321626;-29,29769999999;-52,05319999999;0,4;2,2;1,4;-;0;1,3;0;0;0
Três Arroios;4321634;-27,50029999999;-52,14479999999;0,4;-;-;0,9;0;0;0;0;0
Três Cachoeiras;4321667;-29,44869999999;-49,9275;1,2;1;0,1;0,7;0,9;0,6;0,4;1,4;0,8
Três Coroas;4321709;-29,5137;-50,77389999999;0,4;0,6;0,5;0,3;0,8;0,2;1,2;0,2;0,4
Três de Maio;4321808;-27,78;-54,2357;0,8;0,7;0,9;1;0,3;0,3;0,6;0,2;0,4
Três Forquilhas;4321832;-29,53839999999;-50,07079999999;0,2;0,8;0,3;1,7;1,1;0,2;0;0;0
Três Palmeiras;4321857;-27,6139;-52,84369999999;0,9;-;1,3;0,9;0,3;0,6;0,2;0,7;0,4
Três Passos;4321907;-27,4555;-53,9296;0,9;0,8;0,2;0,4;0,2;0,4;0,2;0,5;0,1
Trindade do Sul;4321956;-27,5239;-52,8956;0,7;0,8;0,5;0,7;0,6;0,5;0,3;0,3;0,4
Triunfo;4322004;-29,92909999999;-51,7075;1,1;0,7;0,5;1,2;0,6;0,9;0,5;1,1;0,8
Tucunduva;4322103;-27,65729999999;-54,44389999999;0,5;0,4;0,7;0,9;1;0;0,6;2,1;0,4
Tunas;4322152;-29,10389999999;-52,9538;2,1;1;1,5;1;1,3;2,1;3,7;2,3;0,2
Tupanci do Sul;4322186;-27,92409999999;-51,5383;3,2;0,4;3,3;1,1;0,5;2;0,6;2,2;1,2
Tupanciretã;4322202;-29,08579999999;-53,84449999999;4,5;2,8;2,5;2;1,3;1;1,4;1,3;1,2
Tupandi;4322251;-29,4772;-51,4174;2,1;1,6;2;2,1;0,6;0,7;0,9;0,4;1,7
Tuparendi;4322301;-27,75979999999;-54,4814;0,4;0,7;1,2;0,9;2,3;1,3;0,9;0,2;0,9
Turuçu;4322327;-31,4173;-52,1706;0,7;2,2;0,8;1;0,7;0,3;0,4;0;0
Ubiretama;4322343;-28,0404;-54,68589999999;0,7;-;0,4;0,4;1,1;0,4;1,1;0,4;0
União da Serra;4322350;-28,7833;-52,0238;0;2,3;-;0,8;0;0;0;0;0
Unistalda;4322376;-29,03999999999;-55,15169999999;0,7;0,5;0,3;0,3;0;0,4;0;0,8;0,4
