variavel: Total;;;;;;;;;;;;
caminho: /Educação/Ensino Médio/Taxa de Abandono/Total;;;;;;;;;;;;
fonte: Instituto Nacional de Estudos e Pesquisas Educacionais.;;;;;;;;;;;;
agrupador: Município;;;;;;;;;;;;
descricao: ;;;;;;;;;;;;
Município;ibge;latitude;longitude;2010 (-);2011 (-);2012 (-);2013 (-);2014 (-);2015 (-);2016 (-);2017 (-);2018 (-)
Lavras do Sul;4311502;-30,80709999999;-53,89309999999;16,4;23,9;17;10,8;15;13,1;18,4;1,2;16
Liberato Salzano;4311601;-27,60099999999;-53,07529999999;7,8;9,9;7,6;7,1;5,7;4,5;2,9;0,9;5,7
Lindolfo Collor;4311627;-29,58589999999;-51,2141;11,9;15,7;16,1;13,3;4,8;7,4;7,7;0;5,9
Linha Nova;4311643;-29,4679;-51,20029999999;0;9,6;1,9;-;0;5;0;1,1;0
Maçambará;4311718;-29,1445;-56,06739999999;18,9;17,3;22,1;13;3,9;0,4;3,5;1,3;5,7
Machadinho;4311700;-27,5667;-51,6668;5,6;7,6;7,2;8,2;6,6;6,3;8,4;0,4;14,5
Mampituba;4311734;-29,2136;-49,9311;11,7;4,2;3;1,8;1,2;4,6;1,7;1,2;6
Manoel Viana;4311759;-29,58589999999;-55,48409999999;13,1;1,2;12;15,8;10,3;12,6;18;1;22,9
Maquiné;4311775;-29,6798;-50,2079;24,5;5,9;7,4;7,2;2,4;5,5;7,5;0,9;16,4
Maratá;4311791;-29,5457;-51,55729999999;2;1,8;3,1;1,1;0;3,7;8,9;0,8;5,4
Marau;4311809;-28,4498;-52,19859999999;3,8;9,4;4,3;6,5;2,8;5,5;4,9;0,5;5,9
Marcelino Ramos;4311908;-27,4676;-51,9095;8,4;4,1;4,8;7,4;6,3;9,6;12,1;0,8;12,6
Mariana Pimentel;4311981;-30,3531;-51,5803;9;2,7;3,4;12,5;6,4;8,4;11,1;2,4;6,6
Mariano Moro;4312005;-27,3568;-52,1467;3,4;1,1;9,2;-;1,3;1,3;1,7;0,3;0
Marques de Souza;4312054;-29,33109999999;-52,09729999999;7,3;7,1;10,4;5,2;10,3;8,3;6,2;0,5;13,1
Mata;4312104;-29,5649;-54,4641;4,4;7,5;8,2;6,6;7,5;6,3;10,7;0,9;12
Mato Castelhano;4312138;-28,28;-52,19319999999;4,3;2,6;8,4;2,1;3,6;8;4,3;1,3;12
Mato Leitão;4312153;-29,5285;-52,1278;1,5;5,6;2,2;5,8;3,1;7,2;8,5;0,4;12,2
Mato Queimado;4312179;-28,2475;-54,61919999999;1,6;-;6,9;3,6;2;0;4,1;0;8,9
Maximiliano de Almeida;4312203;-27,6325;-51,8021;6,9;19,9;5,8;9,5;8,9;8,4;4,7;1,1;7,9
Minas do Leão;4312252;-30,13459999999;-52,04229999999;0;0,9;-;-;0;0;0;0,7;0
Miraguaí;4312302;-27,497;-53,6891;18,5;18,7;21,9;14,7;8,2;10,9;13,6;0,7;16,9
Montauri;4312351;-28,6462;-52,0767;4,6;5,4;1,3;-;6;4,6;0;0;4,3
Monte Alegre dos Campos;4312377;-28,68049999999;-50,7834;5,3;3,6;6,3;5,3;4;3,6;3,8;2,1;4
Monte Belo do Sul;4312385;-29,16069999999;-51,63329999999;2,5;2,7;3,8;5,4;0;0;1,7;0;1,9
Montenegro;4312401;-29,6824;-51,4679;15;17,6;11,5;10,9;5,6;6,6;4,3;0,5;2,6
Mormaço;4312427;-28,6968;-52,6999;9,6;1,8;5,5;5,3;7,3;0,8;2,7;0;15,5
Morrinhos do Sul;4312443;-29,3578;-49,9328;0,7;2,4;-;3,6;0,9;0;2,6;0,6;4,5
Morro Redondo;4312450;-31,58869999999;-52,6261;9,2;1,6;5,4;14,8;9,5;16,1;11,5;0,9;16
Morro Reuter;4312476;-29,5379;-51,08109999999;9,5;16,2;8,7;9,3;0;2;4,9;0;3,3
Mostardas;4312500;-31,10539999999;-50,91669999999;5,6;5,2;10,6;5,3;7,3;5,4;2,6;3,4;10,5
Muçum;4312609;-29,163;-51,8714;7,2;7,7;8,7;9,9;5,5;7,9;6,4;1,3;15,8
Muitos Capões;4312617;-28,31319999999;-51,18359999999;10,5;9,3;3,6;4,8;3,4;8,7;5,8;0,6;11
Muliterno;4312625;-28,32529999999;-51,7697;4,4;2,8;9,4;8,2;9,3;13,8;6,2;1,4;14,7
Não-Me-Toque;4312658;-28,45479999999;-52,81819999999;20,8;14,6;20,7;16,2;8;7,2;7,6;0,4;3,4
Nicolau Vergueiro;4312674;-28,5298;-52,46759999999;5,2;3,9;-;1,8;2,8;0;5,5;1,2;3,1
Nonoai;4312708;-27,3689;-52,77559999999;12,8;12,1;7,5;6,3;13;1,2;12,3;0,8;8,5
Nova Alvorada;4312757;-28,6822;-52,1631;10,8;1,9;5,6;12,6;4,1;3,6;9,2;0,2;8,6
Nova Araçá;4312807;-28,6537;-51,7458;4,4;3,2;9,1;2;2,6;2,3;6;1,4;3,3
Nova Bassano;4312906;-28,72909999999;-51,7072;8;8,9;11,4;9,6;4,4;4;4,9;0;2,4
Nova Boa Vista;4312955;-27,99259999999;-52,9784;3,7;0,9;3,3;2,9;0;0,9;1;1,3;1,1
Nova Bréscia;4313003;-29,2182;-52,0319;1,3;4,4;1,6;1,8;2,8;0;0;1;0
Nova Candelária;4313011;-27,6137;-54,10739999999;8,2;6,7;8,7;10,7;6,2;1,8;0;0,8;7,7
Nova Esperança do Sul;4313037;-29,4066;-54,8293;7,7;8,1;11,5;3,1;3,9;1,5;1,5;1,1;10,7
Nova Hartz;4313060;-29,5807;-50,90509999999;14,2;12;7,6;10,9;11,4;11,6;6,2;2,1;7,5
Nova Pádua;4313086;-29,0275;-51,3098;0;-;-;-;0;1,4;0;0,5;0
Nova Palma;4313102;-29,471;-53,46889999999;0,6;2,3;1,3;1,3;1,5;1,5;3,1;2,4;1,1
Nova Petrópolis;4313201;-29,37409999999;-51,1135;5,8;5,8;7,7;9;9,2;3,7;6,5;0,5;5,5
Nova Prata;4313300;-28,7799;-51,6113;12;12,3;13,3;13,3;8,2;6,8;5,9;0;9,7
Nova Ramada;4313334;-28,0667;-53,69919999999;0;2,9;1,7;2;6,9;1,9;6,2;0;7,7
Nova Roma do Sul;4313359;-28,98819999999;-51,4095;8,4;5,3;2,5;1,6;2,1;2,4;2,1;0,8;3,3
Nova Santa Rita;4313375;-29,85249999999;-51,2837;9,5;13,6;3;9,3;16,2;7;6,7;1,2;7,3
Novo Barreiro;4313490;-27,90769999999;-53,1103;17,4;23,8;14,5;14,9;12,4;4,9;9,1;1,6;8,5
Novo Cabrais;4313391;-29,73379999999;-52,9489;5,7;1,3;5,1;7,3;8,9;12,4;8,9;2,5;25
Novo Hamburgo;4313409;-29,6876;-51,1328;9,1;1,1;9,5;7,1;6,7;5,4;5,5;1,1;4,7
Novo Machado;4313425;-27,57649999999;-54,50359999999;5,3;3;6,6;5,8;3,3;5,3;2,3;0,4;7,3
Novo Tiradentes;4313441;-27,5649;-53,1837;3,7;4,6;14,7;7,4;5,4;10,2;18;0,8;4,7
Novo Xingu;4313466;-27,74309999999;-53,06159999999;0;1,4;3;-;0;4,8;5,5;0;0
Osório;4313508;-29,8881;-50,2667;8,1;8,7;6,8;7,9;7,4;4,4;6,3;0,6;2,5
Paim Filho;4313607;-27,7075;-51,76299999999;5,3;5,8;3,9;3,7;2,5;6;0,8;0,5;2,9
Palmares do Sul;4313656;-30,25349999999;-50,5103;7,6;13;3,6;1,2;0,7;14,4;16,4;1,7;0
Palmeira das Missões;4313706;-27,9006;-53,3134;8,9;7,8;8,8;8,6;5,5;4;5,3;0,3;3,1
Palmitinho;4313805;-27,3596;-53,558;14,1;8,9;5,3;5,9;5,9;2,2;0,9;0;8,8
Panambi;4313904;-28,2833;-53,50229999999;11,7;7,8;7;5,4;4,6;5,5;4,7;0,3;5,8
Pantano Grande;4313953;-30,1901;-52,3729;13,3;1,3;12,2;15,6;10,1;4,1;4,2;1,1;7,4
Paraí;4314001;-28,59639999999;-51,7896;3,1;3;4,5;3,1;0,7;0,4;4,1;0,7;2,5
Paraíso do Sul;4314027;-29,6717;-53,14399999999;22,2;2,8;12,6;11,4;3,9;1,5;2,8;0,4;5,8
Pareci Novo;4314035;-29,6365;-51,39739999999;1,9;21,6;9,5;2;5,7;4,3;7,4;1,8;9,8
Parobé;4314050;-29,6243;-50,8312;18,8;18,6;18,9;14,8;8,7;8,7;2,8;1;9,3
Passa Sete;4314068;-29,45769999999;-52,95989999999;11,6;7,6;4,4;7,2;6,5;7,6;4,4;1,1;5,2
Passo do Sobrado;4314076;-29,748;-52,27479999999;20,9;17,5;15,4;14;18,9;11,2;11,1;0;14
Passo Fundo;4314100;-28,2576;-52,4091;8;1,7;12,3;7,1;7,1;5,8;7,1;1,7;5
Paulo Bento;4314134;-27,6978;-52,42609999999;1,6;4,6;7,1;-;1,8;2,2;15,7;0,5;15,3
Paverama;4314159;-29,5485;-51,73389999999;8,2;5,8;8,9;5,7;1,6;3,2;5,4;1,6;6,5
Pedras Altas;4314175;-31,72169999999;-53,58379999999;16,6;5,9;33,9;30,6;29,9;30;23,7;0;23
Pedro Osório;4314209;-31,8642;-52,81839999999;4,9;7,2;4,7;-;6;1,8;8,2;0,2;0
Pejuçara;4314308;-28,4283;-53,65789999999;18,2;11,4;11,5;1,5;3,6;5,2;6,7;0,2;10,6
Pelotas;4314407;-31,7649;-52,3371;14,1;12,6;11,5;8;12,4;6,7;6,3;1,4;5,4
Picada Café;4314423;-29,4464;-51,13669999999;3,6;5,9;1;1,3;1,8;2,1;4,9;0,2;8,3
Pinhal;4314456;-27,50799999999;-53,20819999999;8,3;8;8,3;4,5;6;10,6;6,1;0,4;9,5
Pinhal da Serra;4314464;-27,86339999999;-51,1702;9;4,9;4,3;5,6;0;2;2,1;0;0
Pinhal Grande;4314472;-29,34499999999;-53,3207;5,2;7,2;0,5;3,9;5,3;8,1;3,9;0,5;11
Pinheirinho do Vale;4314498;-27,21089999999;-53,60799999999;8,2;1,8;1,3;0,8;2,2;0;0;0,2;3,4
Pinheiro Machado;4314506;-31,5794;-53,3798;27,8;17;15,1;3;16,2;4,5;8,6;1,1;4,3
Pinto Bandeira;4314548;-29;-54;-;-;-;1,5;6,1;2;6,7;0;3,3
Pirapó;4314555;-28,0439;-55,20009999999;11,6;11,8;4,3;5,1;4,4;5;2,5;1,5;5,3
Piratini;4314605;-31,44729999999;-53,09729999999;16,1;3,5;10,9;6,9;6,4;6,3;6,6;0,7;6,8
Planalto;4314704;-27,32969999999;-53,0575;14,3;11,8;15,6;8,2;12,6;6,8;8,9;1,3;13,1
Poço das Antas;4314753;-29,4481;-51,6719;7,3;5,4;8,1;14;2,5;2,6;5,7;0;7,2
Pontão;4314779;-28,05849999999;-52,67909999999;12,7;9,7;16,8;15,3;16,2;4,8;5,9;1,1;0
Ponte Preta;4314787;-27,6587;-52,4848;5,4;6,7;2;7;2,5;0;2,9;0;0
Portão;4314803;-29,70149999999;-51,24289999999;7,5;6,1;7,5;8,6;1,4;4,7;2,7;1,3;3,3
Porto Alegre;4314902;-30,032778;-51,23;10,5;9,2;10,5;9,8;6,9;5,8;6,5;0,5;5,3
Porto Lucena;4315008;-27,8569;-55,00999999999;10,8;1,9;10,1;5,1;8;6,2;10,3;2;7,3
Porto Mauá;4315057;-27,57959999999;-54,6657;0;-;-;-;0;0;2,7;1,1;0
Porto Vera Cruz;4315073;-27,7405;-54,8994;7,4;2,1;1,3;1,4;3,4;0;0;0,7;0
Porto Xavier;4315107;-27,9082;-55,1379;10,6;6,7;5,1;5,1;3,5;2,6;5,8;0,5;6,2
Pouso Novo;4315131;-29,1738;-52,2136;7,2;5,1;8;6;5;0;2,9;2;0
Presidente Lucena;4315149;-29,5176;-51,1798;6;9,8;6,2;6,3;1,9;10,3;7,5;0,6;3,5
Progresso;4315156;-29,24419999999;-52,31969999999;12,1;16,2;8,7;6,3;7,4;6,3;5,4;0,6;11
Protásio Alves;4315172;-28,7572;-51,4757;1,3;-;4,9;-;1,8;0;0;0,6;3,1
Putinga;4315206;-29,0045;-52,1569;6,4;8,2;8;8,4;8,3;8;8,7;0,5;3,6
Quaraí;4315305;-30,384;-56,4483;19,1;17,4;19;19,2;13,7;13,6;14,4;0,4;12,9
Quatro Irmãos;4315313;-27,81629999999;-52,44189999999;4,2;17,6;10,9;18,1;12,5;13,2;10,7;0;17,7
Quevedos;4315321;-29,3504;-54,07889999999;1,1;3,3;5,6;1,9;0;4,7;2,3;0,9;4,9
Quinze de Novembro;4315354;-28,7465;-53,1011;13,2;-;4,1;4,2;5,2;9,7;7,4;0,2;3,4
Redentora;4315404;-27,664;-53,6407;18,9;17,4;13,9;13;15,8;9,9;10,5;3,2;3,2
Relvado;4315453;-29,11639999999;-52,0778;4,3;2;3,4;1,5;1,3;0;4,1;0,4;4
Restinga Sêca;4315503;-29,8188;-53,38069999999;17,5;1,3;7,3;10,7;6,2;4,7;1,1;1,5;10,1
Rio dos Índios;4315552;-27,2973;-52,8417;12,4;1,5;2,4;9,7;4,2;4,6;7,1;0,7;5
Rio Grande;4315602;-32,0349;-52,1071;12,6;1,1;11,5;10,8;10,7;10;3,9;1,7;7,8
Rio Pardo;4315701;-29,988;-52,37109999999;10,7;11,3;9,7;7,6;6,9;6,4;4,2;2,1;7,8
Riozinho;4315750;-29,63899999999;-50,44879999999;3,5;5,5;4,9;9,2;9,2;4,5;0,7;0,4;11,2
Roca Sales;4315800;-29,28839999999;-51,8658;11,9;15,5;12,5;12;12,8;12,9;12,3;0,6;7,2
Rodeio Bonito;4315909;-27,4742;-53,1706;16,1;7,1;0,4;3,9;3,3;5,8;2,7;0,2;4,4
Rolador;4315958;-28,25767;-54,81864;2;4;3,2;5,2;6,4;4,4;4;0,4;11,6
Rolante;4316006;-29,6462;-50,58189999999;14,7;11,6;6,7;8,7;7,3;15;18,7;0,1;12,9
Ronda Alta;4316105;-27,7758;-52,80559999999;10,2;6;5,1;9,5;2,8;6;6,2;0,6;8,3
Rondinha;4316204;-27,83149999999;-52,90809999999;2,1;2,8;5,8;4,1;1,2;4;2,3;0,7;5
Roque Gonzales;4316303;-28,1297;-55,0266;13,5;6,1;8,5;9,7;1,5;2,4;1,7;0,6;1,8
Rosário do Sul;4316402;-30,2515;-54,9221;14;15,1;14,8;8,2;10;3,5;6,4;0,8;2,5
Sagrada Família;4316428;-27,7085;-53,1351;20,3;1,7;9,7;5,8;0,9;0;0;1,3;0
Saldanha Marinho;4316436;-28,3941;-53,097;3,6;11,2;15,8;4,5;11,8;12,5;15,4;0;8
Salto do Jacuí;4316451;-29,09509999999;-53,21329999999;11,1;13,8;11,1;7,6;11,2;4,8;6,2;1,8;3,7
Salvador das Missões;4316477;-28,1233;-54,83729999999;0;1,1;1,1;1,2;2,1;0;1,5;1,2;15,2
Salvador do Sul;4316501;-29,4386;-51,5077;5,9;7,3;7,2;3,5;8,3;5,4;7,8;0,8;6,2
Sananduva;4316600;-27,94699999999;-51,80789999999;7,4;5,9;2,8;4,9;4,4;4,5;6;0,1;6,4
Santa Bárbara do Sul;4316709;-28,3653;-53,25099999999;11,2;13,4;-;10,3;3,1;11,7;6,1;0,1;12,4
Santa Cecília do Sul;4316733;-28,1537;-51,9296;1,4;1,6;4,4;2,4;2;7,7;5,9;0;8,9
Santa Clara do Sul;4316758;-29,47469999999;-52,08429999999;9,3;8,9;7,3;6,9;9,3;3,8;7,8;0,7;6,6
Santa Cruz do Sul;4316808;-29,722;-52,4343;11,5;12;7,2;7,1;5,2;3,4;5,8;0,8;3,7
Santa Margarida do Sul;4316972;-30,32959999999;-54,08229999999;2,8;-;3,6;13,2;9,4;2,5;5,6;5;0
Santa Maria;4316907;-29,6868;-53,81499999999;9,8;8,6;4,8;6,4;4,7;3,2;3,8;0,3;7,6
Santa Maria do Herval;4316956;-29,4902;-50,9919;6,8;2,9;3,3;6,6;7,5;1,7;10,4;0,2;1,3
Santa Rosa;4317202;-27,8702;-54,47959999999;10,9;7,9;5,4;5;2,2;3,5;3,6;0,6;4,8
Santa Tereza;4317251;-29,1655;-51,7351;0;5,9;1,9;6,4;0;4,7;2,8;0;2,7
Santa Vitória do Palmar;4317301;-33,52499999999;-53,37169999999;12;11,2;10,7;11,7;13,4;12,1;10,9;1,3;6,6
Santana da Boa Vista;4317004;-30,8697;-53,10999999999;9,7;12,2;16,7;6;12,8;19,4;7,1;0,7;4,2
Santana do Livramento;4317103;-30,88769999999;-55,5315;8,3;8,9;5,6;4,3;9;7,4;2,5;0,8;1,4
Santiago;4317400;-29,18969999999;-54,86659999999;9,7;6,1;8;5,6;4;3;3,5;0,4;2,3
Santo Ângelo;4317509;-28,3001;-54,2668;5,1;6,5;8,1;4,4;4,4;2,3;2,9;1,2;5,8
Santo Antônio da Patrulha;4317608;-29,82679999999;-50,51749999999;7,6;7,2;4,4;4,5;5,3;2,8;4,3;0,8;5,6
Santo Antônio das Missões;4317707;-28,51399999999;-55,22509999999;15,5;22,7;21,2;13,1;3,5;5,7;14,8;0,7;12,8
Santo Antônio do Palma;4317558;-28,4956;-52,02669999999;0;2,9;21,5;4,3;5,3;3,6;0;0,5;1,9
Santo Antônio do Planalto;4317756;-28,40309999999;-52,69919999999;4,4;7,3;3,2;9,7;0;3;0;0;1,9
Santo Augusto;4317806;-27,85259999999;-53,7776;8,4;9,2;8,1;9,2;8,1;8;4,1;0,6;3,2
Santo Cristo;4317905;-27,8263;-54,66199999999;5,1;2,5;4,4;5,9;5,2;7;7;0,2;5,3
Santo Expedito do Sul;4317954;-27,90739999999;-51,6433;1,5;2,4;-;-;0;0;0;0,4;1,6
São Borja;4318002;-28,6578;-56,00359999999;9,4;1,2;7,6;5,6;4,4;5,3;2,8;0,8;3,3
São Domingos do Sul;4318051;-28,53119999999;-51,886;6,5;3,1;9;4,9;2,8;1;0;0;3
São Francisco de Assis;4318101;-29,5547;-55,1253;5,2;4,8;3,2;6,4;2,9;3,9;4,3;0,5;1,4
São Francisco de Paula;4318200;-29,4404;-50,58279999999;11,1;1,1;6,8;3,9;11,9;3,5;6,1;1,3;2,4
São Gabriel;4318309;-30,3337;-54,3217;9,9;7,7;8,5;10,1;11,7;11,4;7,4;1,5;6,7
São Jerônimo;4318408;-29,97159999999;-51,72509999999;10,7;3,1;7,7;9,3;5,7;3,4;8,9;0,8;10,4
São João da Urtiga;4318424;-27,8195;-51,82569999999;3,9;4,2;3,5;1,8;6,5;8,4;4,2;0,5;6,7
São João do Polêsine;4318432;-29,61939999999;-53,44389999999;1,1;2,1;-;1,2;4;0;0;0,5;2,7
São Jorge;4318440;-28,4984;-51,7064;4,5;2,6;1,5;3,2;1,1;0;10,6;0;6,4
São José das Missões;4318457;-27,7789;-53,12259999999;9,2;7;10,5;-;1;6,9;5,6;0;3,6
São José do Herval;4318465;-29,052;-52,295;7,1;4,7;8,5;5,2;0;6,2;13,1;0,4;8
São José do Hortêncio;4318481;-29,52799999999;-51,245;11,8;7,6;8,8;5,4;10,4;5,1;6,3;0,7;9,1
São José do Inhacorá;4318499;-27,7251;-54,12749999999;0;2,3;-;1,1;2,3;0;0;0;2,8
São José do Norte;4318507;-32,01509999999;-52,03309999999;23,9;22,3;15,9;5,4;7,6;2;2,4;2,9;2,2
São José do Ouro;4318606;-27,7707;-51,5966;5;4,8;6,3;6,1;4,7;4;0,6;1,1;0
São José do Sul;4318614;-29,529;-51,48709999999;4,8;2,7;2,5;1,3;0;6,8;8,2;0,8;0
São José dos Ausentes;4318622;-28,74759999999;-50,0677;1,7;3,1;3,5;8;9,3;2,6;1,7;2,2;6,8
São Leopoldo;4318705;-29,7545;-51,14979999999;12,2;1,8;11,7;8,5;8,5;6,4;5,5;0,8;7,5
São Lourenço do Sul;4318804;-31,3564;-51,97149999999;14,7;1,8;14,5;11,8;13,2;6,9;17,5;0,3;6,8
São Luiz Gonzaga;4318903;-28,41199999999;-54,9559;9,5;7,9;7,5;5,1;6,2;5,3;3;0,4;9,2
São Marcos;4319000;-28,9677;-51,0696;9;1,4;3,4;7,8;4,9;3,8;1,5;0,4;2,4
São Martinho;4319109;-27,7112;-53,9699;4,3;14,3;14,2;8,1;10;17,3;21;1,6;8,5
São Martinho da Serra;4319125;-29,5397;-53,859;5,8;2,1;5;4,1;2,4;0;3,7;2,4;0
São Miguel das Missões;4319158;-28,556;-54,5559;19,2;12,4;1,1;11,3;12,8;5,4;1,1;1,3;14,7
São Nicolau;4319208;-28,18339999999;-55,2654;19;1,8;14,9;11,4;4,6;8,2;1,4;2,4;6,5
São Paulo das Missões;4319307;-28,0195;-54,94039999999;2,3;1,6;0,5;1;3,7;3,8;5,3;0;5,1
São Pedro da Serra;4319356;-29,4193;-51,51339999999;-;-;-;-;-;-;-;0,3;-
São Pedro das Missões;4319364;-27,77321999999;-53,25047;14,9;2,5;17;22,5;8;9,8;16;0;51
São Pedro do Butiá;4319372;-28,1243;-54,8926;3,4;1,9;7,2;2;2,1;1,1;7,5;0,7;9,8
São Pedro do Sul;4319406;-29,6202;-54,18549999999;9,5;15,4;23,6;11,2;10,5;8,3;10;0,1;11,4
São Sebastião do Caí;4319505;-29,5885;-51,37489999999;10,6;14,3;10,5;9,8;10,2;10,1;7,3;1,4;8,5
São Sepé;4319604;-30,1643;-53,56029999999;14,8;5,5;13,2;5,9;3,2;3,3;3,8;0,8;6,1
São Valentim;4319703;-27,55829999999;-52,52369999999;0;6,7;2,3;12,3;1,5;0,9;0;0,2;2,8
São Valentim do Sul;4319711;-29,0451;-51,7684;7,1;5,4;8,3;5,2;5,7;8,2;2;0,5;0
São Valério do Sul;4319737;-27,7906;-53,93679999999;17,6;26,4;24,6;18,5;24;16,7;14,8;12,9;23,8
São Vendelino;4319752;-29,3729;-51,3675;10,3;8,4;2,9;9;3,6;5,3;5,2;0,4;1,8
São Vicente do Sul;4319802;-29,68819999999;-54,6826;7,1;7,1;4,7;5,8;7,9;1,2;6,4;0,5;3,2
Sapiranga;4319901;-29,63489999999;-51,0065;12,9;8;16,9;6,7;5,3;5,8;4,2;0,6;3,6
Sapucaia do Sul;4320008;-29,8276;-51,145;9,1;1,4;7,4;7,3;8,6;5;4,3;1,3;6,5
Sarandi;4320107;-27,942;-52,92309999999;13,1;6,4;8,2;6,6;5,6;3,4;2,3;0,5;9,3
Seberi;4320206;-27,4829;-53,4026;18,4;14,3;15,2;8,6;10,2;0,2;0,3;1,8;5
Sede Nova;4320230;-27,6367;-53,9493;9,1;6,9;3,8;2,7;2,4;6,3;1,3;2,1;12,1
Segredo;4320263;-29,3523;-52,9767;8,6;7,4;9,7;8;0,9;6,5;9,3;1,2;6
Selbach;4320305;-28,6294;-52,9498;4,4;8,1;1,4;1,7;1,6;3,8;3,2;0,4;8
Senador Salgado Filho;4320321;-28,025;-54,55069999999;12,6;8;5,1;3,7;2,9;8,3;6,4;1,5;8,3
Sentinela do Sul;4320354;-30,6107;-51,58619999999;1,5;5,8;1,5;1;1,7;3,2;9,1;0,3;7,2
Serafina Corrêa;4320404;-28,71259999999;-51,93529999999;6,8;11,1;4,7;9,5;2,8;5;4,2;0,1;3,5
Sério;4320453;-29,3904;-52,2685;7,7;4,6;-;4;9,9;9,3;3,8;0,9;4,3
Sertão;4320503;-27,9798;-52,2588;1,4;4,9;1,8;2,1;2,6;1,5;2,2;1,1;3
Sertão Santana;4320552;-30,45619999999;-51,6017;9,8;12,1;5,4;11,7;10,4;8,3;5,1;0,6;5,8
Sete de Setembro;4320578;-28,13619999999;-54,4637;2,3;1,3;1,1;5,2;1,4;3,4;0;0,8;6,2
Severiano de Almeida;4320602;-27,43619999999;-52,12169999999;1,2;4;3,6;2,8;6,5;3,5;0;0,3;0
Silveira Martins;4320651;-29,64669999999;-53,591;5,5;3,3;7,9;1;0;0;0;2;0
Sinimbu;4320677;-29,53569999999;-52,5305;4,8;3,9;6,4;1,9;3,1;2,8;3,3;0,7;5,8
Sobradinho;4320701;-29,4194;-53,0326;16,6;17,1;16,9;12,7;12;14,8;10,8;1,5;6,4
Soledade;4320800;-28,8306;-52,5131;15,7;8,9;17,1;6,9;3,9;7;3,7;1,5;4,5
Tabaí;4320859;-29,643;-51,68229999999;3;11,3;11,2;1,5;4,1;9,5;9,1;0,6;7,8
Tapejara;4320909;-28,0652;-52,0097;10;22,7;10,6;5,9;8,1;7,2;4,1;0,1;8,8
Tapera;4321006;-28,6277;-52,86119999999;5,3;5,5;4,2;6,4;3,5;4,1;3,9;1,5;6,3
Tapes;4321105;-30,66829999999;-51,39909999999;23,7;15,8;26,2;3;1,6;1,5;10,6;6,5;0,3
Taquara;4321204;-29,6505;-50,7753;11,5;14,1;13;9,4;9,7;11,2;5,7;1,2;6,2
Taquari;4321303;-29,7943;-51,86529999999;15,2;1,7;12,3;11,3;7;7,3;5,3;1,1;3,5
Taquaruçu do Sul;4321329;-27,4004;-53,4703;17,7;16,1;14;19,4;8,4;7,3;13,7;0,9;5,5
Tavares;4321352;-31,2843;-51,088;13,4;7,9;4;5,7;1,1;2,1;8,9;1,3;0
Tenente Portela;4321402;-27,37109999999;-53,75849999999;13,6;1,2;10,7;7;3,4;4,5;2,6;1,5;0,7
Terra de Areia;4321436;-29,57819999999;-50,06439999999;5,6;8,1;4,9;15,9;9,9;4,8;13;0,2;10,6
Teutônia;4321451;-29,4482;-51,8044;9,7;1,1;9,6;7,5;6,8;7,9;4,8;0,2;3,2
Tio Hugo;4321469;-28,57404;-52,5949;11,2;8,9;2;4,6;6;11,8;9,1;0,3;6
Tiradentes do Sul;4321477;-27,4022;-54,0814;2,5;3,2;3,6;5,8;5,8;6,1;2,8;1,5;15,8
Toropi;4321493;-29,4782;-54,2244;11;8,6;0,9;2,5;0;0,9;4,5;0;0
Torres;4321501;-29,3334;-49,7333;5,9;8,1;8,9;7,8;5,1;3,3;8;0,7;3,5
Tramandaí;4321600;-29,9841;-50,13219999999;17,1;16,6;17,1;16,8;10,9;13,9;12;1,3;9,2
Travesseiro;4321626;-29,29769999999;-52,05319999999;2,9;1,4;4,5;3,8;5,2;6,5;0;0;1,6
Três Arroios;4321634;-27,50029999999;-52,14479999999;2,3;1,7;-;2,8;0;0;0;0;0
Três Cachoeiras;4321667;-29,44869999999;-49,9275;4,1;11,8;6,6;6,4;5,3;10,6;4,9;1,4;8
Três Coroas;4321709;-29,5137;-50,77389999999;32,4;19,7;30,1;22,5;12,1;14,9;9,1;0,2;6,7
Três de Maio;4321808;-27,78;-54,2357;5,6;5,1;8,4;7,6;8,2;6;6,2;0,2;4,6
Três Forquilhas;4321832;-29,53839999999;-50,07079999999;6;4,8;-;-;4,6;3,6;4,3;0;2,3
Três Palmeiras;4321857;-27,6139;-52,84369999999;8,9;8,8;4,8;5;6,2;7,8;3,5;0,7;9,1
Três Passos;4321907;-27,4555;-53,9296;9,4;9,6;6,4;5,9;4,2;2,6;2;0,5;3
Trindade do Sul;4321956;-27,5239;-52,8956;17,9;9,9;7,4;10,2;8;4,8;10,2;0,3;14,6
Triunfo;4322004;-29,92909999999;-51,7075;20,8;14;16,6;16,6;19,6;18,9;4,1;1,1;5,6
Tucunduva;4322103;-27,65729999999;-54,44389999999;4,9;11,7;5,9;2,1;5,8;4;4,7;2,1;5,7
Tunas;4322152;-29,10389999999;-52,9538;8,9;11,8;14,2;6;4,8;4,6;6,4;2,3;3,2
Tupanci do Sul;4322186;-27,92409999999;-51,5383;1,5;4,5;6,9;-;5;2,5;4,7;2,2;0
Tupanciretã;4322202;-29,08579999999;-53,84449999999;22,8;18,3;20,5;16,1;13,4;10,2;9,8;1,3;10,5
Tupandi;4322251;-29,4772;-51,4174;5,7;3,9;7;7,4;3,1;3,3;4,7;0,4;8,7
